order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,order_hour,time_slot,day_name,day_type,pickup_delay_mins,distance_km,distance_issue_flag,distance_category,slow_delivery_flag,rating_group
ggda887066202,29,4.6,23.369746,85.33982,23.379746,85.34982,2022-03-05,11:00:00,11:10:00,Fog,Low,Motorcycle,Metropolitan,75,Pet Supplies,11.0,Morning,Saturday,Weekend,10.0,1.51,0,Short,0,High
jqmq257785912,31,4.8,0.0,0.0,0.08,0.08,2022-02-16,22:10:00,22:25:00,Sandstorms,Low,Scooter,Metropolitan,85,Cosmetics,22.0,Night,Wednesday,Weekday,15.0,12.58,0,Long,0,High
nhgw188843676,39,4.8,17.450851,78.379347,17.470851,78.399347,2022-03-09,10:20:00,10:30:00,Windy,Low,Motorcycle,Metropolitan,140,Toys,10.0,Morning,Wednesday,Weekday,10.0,3.07,0,Short,0,High
fktg024586279,32,4.6,17.431477,78.40035,17.511477,78.48035,2022-03-16,23:50:00,0:05:00,Fog,Low,Motorcycle,Metropolitan,215,Skincare,23.0,Night,Wednesday,Weekday,,12.29,0,Long,1,High
wvzx058774252,21,4.7,10.994136,76.963303,11.124136,77.093303,2022-03-12,17:20:00,17:30:00,Fog,Medium,Motorcycle,Metropolitan,180,Skincare,17.0,Evening,Saturday,Weekend,10.0,20.25,0,Very Long,1,High
yulk467935835,22,4.6,18.927584,72.832585,19.057584,72.962585,2022-03-06,17:30:00,17:45:00,Stormy,Medium,Van,Metropolitan,120,Kitchen,17.0,Evening,Sunday,Weekend,15.0,19.89,0,Very Long,0,High
ktdb924838759,35,5.0,13.026286,80.275235,13.056286,80.305235,2022-03-15,22:45:00,23:00:00,Stormy,Low,Scooter,Metropolitan,105,Skincare,22.0,Night,Tuesday,Weekday,15.0,4.66,0,Short,0,High
majc879690269,29,4.9,12.970221,77.645396,13.030221,77.705396,2022-03-17,22:55:00,23:05:00,Sunny,Low,Motorcycle,Urban,120,Apparel,22.0,Night,Thursday,Weekday,10.0,9.32,0,Medium,0,High
gkzy616803751,35,4.8,15.51315,73.78346,15.53315,73.80346,2022-02-11,11:10:00,11:25:00,Fog,High,Motorcycle,Metropolitan,190,Shoes,11.0,Morning,Friday,Weekday,15.0,3.09,0,Short,1,High
fiey227207989,30,4.8,19.875016,75.322405,19.985016,75.432405,2022-02-18,21:20:00,21:30:00,Sunny,Jam,Motorcycle,Metropolitan,120,Pet Supplies,21.0,Night,Friday,Weekday,10.0,16.79,0,Very Long,0,High
jriz326728956,39,5.0,26.90294,75.793007,26.93294,75.823007,2022-03-15,18:40:00,18:50:00,Sandstorms,Medium,Scooter,Metropolitan,31,Grocery,18.0,Evening,Tuesday,Weekday,10.0,4.47,0,Short,0,High
jzlm858828682,30,4.9,19.874103,75.368419,19.924103,75.418419,2022-02-17,20:30:00,20:40:00,Sunny,Jam,Motorcycle,Metropolitan,85,Clothing,20.0,Evening,Thursday,Weekday,10.0,7.63,0,Medium,0,High
klvq005450972,36,5.0,19.876428,75.364792,19.956428,75.444792,2022-02-12,23:10:00,23:15:00,Stormy,Low,Scooter,Metropolitan,125,Clothing,23.0,Night,Saturday,Weekend,5.0,12.21,0,Long,0,High
jaho194132087,35,4.5,17.455894,78.375467,17.505894,78.425467,2022-03-13,19:40:00,19:45:00,Sunny,Jam,Scooter,Urban,95,Clothing,19.0,Evening,Sunday,Weekend,5.0,7.68,0,Medium,0,Good
jdzp641797750,24,4.8,12.311072,76.654878,12.321072,76.664878,2022-03-11,10:25:00,10:30:00,Windy,Low,Scooter,Metropolitan,70,Skincare,10.0,Morning,Friday,Weekday,5.0,1.55,0,Short,0,High
cksq821112424,29,4.8,19.12663,72.829976,19.23663,72.939976,2022-03-23,23:40:00,23:50:00,Fog,Low,Scooter,Metropolitan,125,Apparel,23.0,Night,Wednesday,Weekday,10.0,16.82,0,Very Long,0,High
sent324363692,36,4.6,21.186438,72.794115,21.216438,72.824115,2022-03-13,22:25:00,22:40:00,Windy,Low,Motorcycle,Metropolitan,145,Outdoors,22.0,Night,Sunday,Weekend,15.0,4.56,0,Short,0,High
quua577413868,25,4.6,30.893234,75.82172,30.903234,75.83172,2022-02-15,10:50:00,11:00:00,Stormy,Low,Scooter,Metropolitan,12,Grocery,10.0,Morning,Tuesday,Weekday,10.0,1.47,0,Short,0,High
lmvb859557349,35,4.4,27.157772,78.04725,27.237772,78.12725,2022-02-12,20:25:00,20:35:00,Cloudy,Jam,Van,Metropolitan,180,Home,20.0,Evening,Saturday,Weekend,10.0,11.91,0,Long,1,Good
tyka884876070,26,4.8,26.88842,75.800689,26.93842,75.850689,2022-04-05,19:15:00,19:20:00,Fog,Jam,Motorcycle,Urban,115,Home,19.0,Evening,Tuesday,Weekday,5.0,7.45,0,Medium,0,High
lidm253462376,22,4.5,17.429585,78.392621,17.439585,78.402621,2022-03-03,12:00:00,12:05:00,Fog,High,Motorcycle,Metropolitan,125,Sports,12.0,Afternoon,Thursday,Weekday,5.0,1.54,0,Short,0,Good
wbrs086288879,32,4.0,18.533811,73.899315,18.613811,73.979315,2022-03-08,23:40:00,23:45:00,Cloudy,Low,Motorcycle,Metropolitan,175,Jewelry,23.0,Night,Tuesday,Weekday,5.0,12.26,0,Long,1,Average
roqa206477281,23,4.6,12.934365,77.616155,12.964365,77.646155,2022-03-15,23:10:00,23:20:00,Fog,Low,Scooter,Urban,90,Apparel,23.0,Night,Tuesday,Weekday,10.0,4.66,0,Short,0,High
dqap256542351,38,4.7,18.539299,73.897902,18.549299,73.907902,2022-04-05,9:35:00,9:50:00,Sandstorms,Low,Scooter,Metropolitan,120,Skincare,9.0,Morning,Tuesday,Weekday,15.0,1.53,0,Short,0,High
uzhp187556594,26,4.9,22.310237,73.158921,22.330237,73.178921,2022-03-11,11:50:00,12:00:00,Sunny,High,Motorcycle,Urban,50,Kitchen,11.0,Morning,Friday,Weekday,10.0,3.03,0,Short,0,High
fwju127145064,31,4.5,12.906229,77.596791,12.986229,77.676791,2022-03-06,22:30:00,22:40:00,Cloudy,Low,Scooter,Metropolitan,180,Books,22.0,Night,Sunday,Weekend,10.0,12.42,0,Long,1,Good
bhln372134106,21,4.6,30.895817,75.813112,31.025817,75.943112,2022-02-16,19:00:00,19:05:00,Sunny,Medium,Motorcycle,Other,110,Jewelry,19.0,Evening,Wednesday,Weekday,5.0,19.04,0,Very Long,0,High
pgkl039968735,39,4.7,22.725835,75.887648,22.855835,76.017648,2022-03-16,21:20:00,21:35:00,Windy,Jam,Scooter,Metropolitan,140,Outdoors,21.0,Night,Wednesday,Weekday,15.0,19.66,0,Very Long,0,High
raca340985178,23,4.6,0.0,0.0,0.11,0.11,2022-02-12,23:15:00,23:25:00,Cloudy,Low,Scooter,Metropolitan,145,Kitchen,23.0,Night,Saturday,Weekend,10.0,17.3,0,Very Long,0,High
xher313331044,21,4.9,12.906229,77.596791,12.986229,77.676791,2022-03-31,23:20:00,23:30:00,Stormy,Low,Scooter,Urban,90,Pet Supplies,23.0,Night,Thursday,Weekday,10.0,12.42,0,Long,0,High
lydu356315603,28,4.9,23.355164,85.324097,23.415164,85.384097,2022-03-24,23:25:00,23:40:00,Sunny,Low,Scooter,Metropolitan,120,Kitchen,23.0,Night,Thursday,Weekday,15.0,9.06,0,Medium,0,High
tkaa993135045,38,4.8,12.913041,77.683237,12.983041,77.753237,2022-03-02,17:40:00,17:55:00,Windy,Medium,Motorcycle,Semi-Urban,245,Cosmetics,17.0,Evening,Wednesday,Weekday,15.0,10.87,0,Long,1,High
qbmn912201714,38,4.7,12.323994,76.626167,12.353994,76.656167,2022-03-13,21:35:00,21:40:00,Sunny,Jam,Motorcycle,Metropolitan,110,Electronics,21.0,Night,Sunday,Weekend,5.0,4.66,0,Short,0,High
awls619654445,36,4.8,19.120083,72.907385,19.130083,72.917385,2022-03-30,9:15:00,9:30:00,Fog,Low,Motorcycle,Metropolitan,125,Books,9.0,Morning,Wednesday,Weekday,15.0,1.53,0,Short,0,High
dvgw027189717,35,4.6,12.986047,80.218114,13.056047,80.288114,2022-03-10,18:30:00,18:45:00,Sandstorms,Medium,Motorcycle,Metropolitan,150,Apparel,18.0,Evening,Thursday,Weekday,15.0,10.87,0,Long,0,High
qwsv865982900,23,4.2,22.744648,75.894377,22.874648,76.024377,2022-03-12,19:20:00,19:30:00,Cloudy,Jam,Motorcycle,Metropolitan,160,Snacks,19.0,Evening,Saturday,Weekend,10.0,19.66,0,Very Long,0,Good
dohj449204747,26,4.8,23.355164,85.324097,23.445164,85.414097,2022-03-20,22:45:00,22:50:00,Sunny,Low,Motorcycle,Metropolitan,145,Shoes,22.0,Night,Sunday,Weekend,5.0,13.58,0,Long,0,High
bdgg583460678,35,4.0,11.010375,76.95295,11.050375,76.99295,2022-03-11,12:35:00,12:40:00,Cloudy,High,Motorcycle,Metropolitan,190,Shoes,12.0,Afternoon,Friday,Weekday,5.0,6.23,0,Medium,1,Average
oitp700860684,25,4.6,12.970221,77.645396,13.060221,77.735396,2022-03-29,17:55:00,18:00:00,Sandstorms,Medium,Scooter,Metropolitan,135,Home,17.0,Evening,Tuesday,Weekday,5.0,13.97,0,Long,0,High
gker333473715,39,4.7,18.563934,73.915367,18.623935,73.975367,2022-03-21,22:00:00,22:05:00,Sunny,Jam,Motorcycle,Urban,105,Home,22.0,Night,Monday,Weekday,5.0,9.19,0,Medium,0,High
ieqi195313800,29,4.4,11.006686,76.951736,11.026686,76.971736,2022-03-28,10:35:00,10:45:00,Stormy,Low,Motorcycle,Urban,100,Cosmetics,10.0,Morning,Monday,Weekday,10.0,3.12,0,Short,0,Good
cqts775287609,34,5.0,15.544419,73.755736,15.614419,73.825736,2022-02-14,20:40:00,20:50:00,Fog,Jam,Scooter,Metropolitan,225,Electronics,20.0,Evening,Monday,Weekday,10.0,10.81,0,Long,1,High
ursz744168853,27,4.9,26.921411,75.793604,26.981411,75.853604,2022-03-19,22:55:00,23:05:00,Cloudy,Low,Scooter,Urban,75,Books,22.0,Night,Saturday,Weekend,10.0,8.94,0,Medium,0,High
ltup087653940,31,4.9,22.751234,75.88949,22.771234,75.90949,2022-03-13,10:30:00,10:40:00,Fog,Low,Motorcycle,Metropolitan,125,Toys,10.0,Morning,Sunday,Weekend,10.0,3.03,0,Short,0,High
oena792433305,22,4.5,17.455894,78.375467,17.465894,78.385467,2022-03-07,8:35:00,8:40:00,Cloudy,Low,Motorcycle,Metropolitan,55,Clothing,8.0,Morning,Monday,Weekday,5.0,1.54,0,Short,0,Good
fxei019975463,37,4.6,19.091458,72.827808,19.171458,72.907808,2022-03-20,23:10:00,23:15:00,Stormy,Low,Motorcycle,Metropolitan,145,Kitchen,23.0,Night,Sunday,Weekend,5.0,12.24,0,Long,0,High
hcve209019281,23,4.6,0.0,0.0,0.01,0.01,2022-02-11,9:10:00,9:15:00,Cloudy,Low,Motorcycle,Metropolitan,110,Kitchen,9.0,Morning,Friday,Weekday,5.0,1.57,0,Short,0,High
wbww508998462,39,4.8,19.22384,72.841347,19.26384,72.881347,2022-04-01,13:40:00,13:45:00,Sunny,High,Motorcycle,Metropolitan,115,Books,13.0,Afternoon,Friday,Weekday,5.0,6.12,0,Medium,0,High
mmad593959244,30,4.7,18.546947,73.900626,18.656947,74.010626,2022-03-04,23:10:00,23:15:00,Sunny,Low,Motorcycle,Urban,120,Clothing,23.0,Night,Friday,Weekday,5.0,16.85,0,Very Long,0,High
aueo046070324,27,4.5,18.516216,73.842527,18.556216,73.882527,2022-03-21,16:40:00,16:45:00,Windy,Medium,Van,Metropolitan,130,Toys,16.0,Afternoon,Monday,Weekday,5.0,6.13,0,Medium,0,Good
moxv622554266,29,4.6,21.186608,72.794136,21.296608,72.904136,2022-03-27,17:15:00,17:20:00,Stormy,Medium,Motorcycle,Metropolitan,145,Shoes,17.0,Evening,Sunday,Weekend,5.0,16.72,0,Very Long,0,High
nsas630900681,39,4.7,11.022169,76.999594,11.052169,77.029594,2022-03-30,17:35:00,17:50:00,Cloudy,Medium,Motorcycle,Other,130,Books,17.0,Evening,Wednesday,Weekday,15.0,4.67,0,Short,0,High
litq072381670,29,4.8,30.895204,75.822103,30.985204,75.912103,2022-02-18,23:40:00,23:50:00,Stormy,Low,Scooter,Urban,85,Pet Supplies,23.0,Night,Friday,Weekday,10.0,13.18,0,Long,0,High
csix428143212,35,4.3,26.902908,75.792934,26.952908,75.842934,2022-03-03,17:25:00,17:30:00,Sandstorms,Medium,Motorcycle,Metropolitan,160,Books,17.0,Evening,Thursday,Weekday,5.0,7.45,0,Medium,0,Good
zdpy844776470,37,4.9,13.026279,80.174568,13.076279,80.224568,2022-04-01,21:45:00,22:00:00,Sunny,Jam,Motorcycle,Metropolitan,105,Toys,21.0,Night,Friday,Weekday,15.0,7.76,0,Medium,0,High
rmdo829051773,35,4.2,25.451646,81.832796,25.591646,81.972796,2022-02-12,22:00:00,22:15:00,Sandstorms,Jam,Motorcycle,Metropolitan,155,Jewelry,22.0,Night,Saturday,Weekend,15.0,20.97,0,Very Long,0,Good
zjff446988010,23,4.6,22.725748,75.898497,22.855747,76.028497,2022-03-10,22:55:00,23:00:00,Stormy,Low,Scooter,Metropolitan,75,Jewelry,22.0,Night,Thursday,Weekday,5.0,19.66,0,Very Long,0,High
qfip162002059,22,4.7,11.016298,76.972076,11.046298,77.002076,2022-03-28,17:35:00,17:40:00,Cloudy,Medium,Scooter,Metropolitan,60,Kitchen,17.0,Evening,Monday,Weekday,5.0,4.67,0,Short,0,High
uuzx119885104,21,4.4,19.878028,75.317475,19.908028,75.347475,2022-02-13,22:55:00,23:05:00,Sandstorms,Low,Motorcycle,Metropolitan,135,Toys,22.0,Night,Sunday,Weekend,10.0,4.58,0,Short,0,Good
ykzg342785229,35,4.6,15.51315,73.78346,15.52315,73.79346,2022-02-17,11:10:00,11:25:00,Fog,High,Motorcycle,Metropolitan,145,Snacks,11.0,Morning,Thursday,Weekday,15.0,1.54,0,Short,0,High
puhx524157178,29,4.7,19.22384,72.841347,19.26384,72.881347,2022-03-07,13:55:00,14:00:00,Stormy,High,Scooter,Urban,65,Sports,13.0,Afternoon,Monday,Weekday,5.0,6.12,0,Medium,0,High
gpog970757953,36,4.7,22.695207,75.866059,22.775207,75.946059,2022-03-12,19:30:00,19:35:00,Sunny,Jam,Scooter,Metropolitan,140,Outdoors,19.0,Evening,Saturday,Weekend,5.0,12.1,0,Long,0,High
xafx868581601,34,3.6,18.927584,72.832585,19.007584,72.912585,2022-04-02,18:00:00,18:15:00,Sandstorms,Medium,Van,Metropolitan,185,Books,18.0,Evening,Saturday,Weekend,15.0,12.24,0,Long,1,Average
jwlp265263688,23,4.7,26.902908,75.792934,27.042908,75.932934,2022-03-06,23:45:00,23:55:00,Sandstorms,Low,Motorcycle,Metropolitan,120,Books,23.0,Night,Sunday,Weekend,10.0,20.85,0,Very Long,0,High
esay527159586,26,4.4,10.96185,76.971082,11.07185,77.081082,2022-03-27,21:30:00,21:45:00,Cloudy,Jam,Motorcycle,Metropolitan,180,Sports,21.0,Night,Sunday,Weekend,15.0,17.14,0,Very Long,1,Good
tnic371356678,23,4.7,12.975377,77.696664,13.035377,77.756664,2022-03-21,20:55:00,21:10:00,Windy,Jam,Scooter,Metropolitan,140,Pet Supplies,20.0,Evening,Monday,Weekday,15.0,9.31,0,Medium,0,High
pmmm420269743,31,4.6,22.745049,75.892471,22.825049,75.972471,2022-03-14,22:10:00,22:20:00,Windy,Low,Scooter,Urban,85,Electronics,22.0,Night,Monday,Weekday,10.0,12.1,0,Long,0,High
siie232903116,35,4.9,23.214294,77.435361,23.234294,77.455361,2022-02-15,12:00:00,12:05:00,Fog,High,Motorcycle,Metropolitan,165,Sports,12.0,Afternoon,Tuesday,Weekday,5.0,3.02,0,Short,1,High
qfhd518656453,31,4.6,0.0,0.0,0.07,0.07,2022-03-04,20:45:00,20:50:00,Sunny,Jam,Scooter,Metropolitan,90,Apparel,20.0,Evening,Friday,Weekday,5.0,11.01,0,Long,0,High
ppbg385209193,21,4.9,23.264015,77.408236,23.334015,77.478236,2022-02-18,22:50:00,22:55:00,Sunny,Low,Motorcycle,Metropolitan,140,Apparel,22.0,Night,Friday,Weekday,5.0,10.57,0,Long,0,High
eiid073265772,22,4.8,0.0,0.0,0.04,0.04,2022-03-26,13:45:00,13:55:00,Fog,High,Motorcycle,Urban,140,Skincare,13.0,Afternoon,Saturday,Weekend,10.0,6.29,0,Medium,0,High
lzfn858432259,27,4.9,30.893081,75.821495,30.963081,75.891495,2022-02-14,22:50:00,23:00:00,Windy,Low,Scooter,Metropolitan,65,Books,22.0,Night,Monday,Weekday,10.0,10.26,0,Long,0,High
pdjd125655991,26,4.2,11.003669,76.976494,11.023669,76.996494,2022-03-07,9:55:00,10:05:00,Stormy,Low,Motorcycle,Metropolitan,145,Sports,9.0,Morning,Monday,Weekday,10.0,3.12,0,Short,0,Good
eyns365083316,28,4.6,13.054347,80.257221,13.074347,80.277221,2022-03-11,11:15:00,11:25:00,Windy,High,Van,Urban,135,Books,11.0,Morning,Friday,Weekday,10.0,3.1,0,Short,0,High
kigg044908146,29,4.5,12.949934,77.699386,12.969934,77.719386,2022-03-21,10:40:00,10:50:00,Cloudy,Low,Scooter,Metropolitan,17,Grocery,10.0,Morning,Monday,Weekday,10.0,3.11,0,Short,0,Good
pkli401013836,35,4.6,22.695207,75.866059,22.735207,75.906059,2022-03-11,14:20:00,14:25:00,Cloudy,High,Motorcycle,Metropolitan,135,Pet Supplies,14.0,Afternoon,Friday,Weekday,5.0,6.05,0,Medium,0,High
wrye997885862,25,4.5,13.045479,80.23311,13.175479,80.36311,2022-04-02,18:30:00,18:40:00,Windy,Medium,Motorcycle,Metropolitan,125,Clothing,18.0,Evening,Saturday,Weekend,10.0,20.18,0,Very Long,0,Good
hjeg844632524,20,5.0,23.359033,85.325347,23.379033,85.345347,2022-03-26,8:40:00,8:50:00,Sunny,Low,Motorcycle,Metropolitan,80,Electronics,8.0,Morning,Saturday,Weekend,10.0,3.02,0,Short,0,High
qnba199727048,37,4.9,12.3085,76.665808,12.3285,76.685808,2022-03-26,11:50:00,12:05:00,Stormy,High,Motorcycle,Metropolitan,41,Grocery,11.0,Morning,Saturday,Weekend,15.0,3.11,0,Short,0,High
jprv591352529,32,4.8,23.374989,85.335486,23.424989,85.385486,2022-03-09,22:35:00,22:45:00,Cloudy,Low,Motorcycle,Metropolitan,85,Electronics,22.0,Night,Wednesday,Weekday,10.0,7.55,0,Medium,0,High
lskq121584096,35,4.3,12.323194,76.630583,12.393194,76.700583,2022-03-23,21:45:00,21:50:00,Fog,Jam,Motorcycle,Metropolitan,220,Outdoors,21.0,Night,Wednesday,Weekday,5.0,10.88,0,Long,1,Good
fbze627299505,20,4.8,19.065838,72.832658,19.125838,72.892658,2022-03-19,19:15:00,19:25:00,Fog,Jam,Scooter,Metropolitan,135,Shoes,19.0,Evening,Saturday,Weekend,10.0,9.18,0,Medium,0,High
ejsm804372650,37,4.7,12.352058,76.60665,12.442058,76.69665,2022-03-31,19:30:00,19:45:00,Sandstorms,Jam,Scooter,Metropolitan,140,Shoes,19.0,Evening,Thursday,Weekday,15.0,13.99,0,Long,0,High
zqxe681951725,20,4.4,26.913726,75.75282,26.933726,75.77282,2022-03-11,10:30:00,10:35:00,Stormy,Low,Motorcycle,Urban,140,Home,10.0,Morning,Friday,Weekday,5.0,2.98,0,Short,0,Good
mbrj282340945,35,4.9,27.163303,78.057044,27.253303,78.147044,2022-02-16,0:00:00,0:05:00,Sunny,Low,Scooter,Metropolitan,140,Pet Supplies,0.0,Morning,Wednesday,Weekday,5.0,13.39,0,Long,0,High
acnn902187983,23,4.8,22.577821,88.400581,22.607821,88.430581,2022-02-11,19:10:00,19:20:00,Fog,Jam,Motorcycle,Metropolitan,140,Clothing,19.0,Evening,Friday,Weekday,10.0,4.54,0,Short,0,High
novy567365948,27,4.8,12.337978,76.616792,12.347978,76.626792,2022-03-05,9:15:00,9:20:00,Sunny,Low,Motorcycle,Urban,80,Home,9.0,Morning,Saturday,Weekend,5.0,1.55,0,Short,0,High
qvdo219033912,27,5.0,0.0,0.0,0.07,0.07,2022-02-16,20:20:00,20:35:00,Stormy,Jam,Motorcycle,Metropolitan,105,Kitchen,20.0,Evening,Wednesday,Weekday,15.0,11.01,0,Long,0,High
iogf906791991,35,4.9,26.921411,75.793604,27.011411,75.883604,2022-03-02,21:30:00,21:45:00,Fog,Jam,Scooter,Metropolitan,215,Pet Supplies,21.0,Night,Wednesday,Weekday,15.0,13.41,0,Long,1,High
nyjt901358570,38,4.9,22.695207,75.866059,22.775207,75.946059,2022-03-18,23:40:00,23:50:00,Cloudy,Low,Motorcycle,Metropolitan,210,Toys,23.0,Night,Friday,Weekday,10.0,12.1,0,Long,1,High
rsoe647274026,21,4.9,18.539299,73.897902,18.609299,73.967902,2022-04-06,21:50:00,21:55:00,Cloudy,Jam,Motorcycle,Urban,215,Outdoors,21.0,Night,Wednesday,Weekday,5.0,10.72,0,Long,1,High
xnjy966527861,26,4.9,23.351489,85.324253,23.441489,85.414253,2022-03-12,18:40:00,18:45:00,Stormy,Medium,Motorcycle,Metropolitan,140,Clothing,18.0,Evening,Saturday,Weekend,5.0,13.58,0,Long,0,High
gdka189674265,22,5.0,11.001852,76.976268,11.091852,77.066268,2022-04-02,18:30:00,18:45:00,Sunny,Medium,Motorcycle,Urban,11,Grocery,18.0,Evening,Saturday,Weekend,15.0,14.02,0,Long,0,High
xhka025048369,37,4.6,19.121999,72.908493,19.231999,73.018493,2022-03-10,17:55:00,18:05:00,Fog,Medium,Motorcycle,Metropolitan,185,Home,17.0,Evening,Thursday,Weekday,10.0,16.82,0,Very Long,1,High
ngmo256196198,31,4.9,0.0,0.0,0.09,0.09,2022-02-14,19:15:00,19:25:00,Sunny,Jam,Motorcycle,Metropolitan,140,Shoes,19.0,Evening,Monday,Weekday,10.0,14.15,0,Long,0,High
bwdp718493458,33,4.3,12.979096,77.640625,13.109096,77.770625,2022-03-04,19:55:00,20:05:00,Stormy,Jam,Scooter,Urban,215,Books,19.0,Evening,Friday,Weekday,10.0,20.18,0,Very Long,1,Good
iwuh041278730,38,4.8,22.311844,73.165081,22.331844,73.185081,2022-03-21,11:50:00,11:55:00,Fog,High,Van,Metropolitan,145,Pet Supplies,11.0,Morning,Monday,Weekday,5.0,3.03,0,Short,0,High
tvql280173265,38,4.6,9.985697,76.281128,9.995697,76.291128,2022-02-13,8:20:00,8:30:00,Fog,Low,Scooter,Metropolitan,90,Apparel,8.0,Morning,Sunday,Weekend,10.0,1.56,0,Short,0,High
zcno747914023,28,4.9,21.186608,72.794136,21.216608,72.824136,2022-04-03,18:55:00,19:10:00,Cloudy,Medium,Motorcycle,Urban,60,Kitchen,18.0,Evening,Sunday,Weekend,15.0,4.56,0,Short,0,High
kfin743411389,31,4.7,0.0,0.0,0.01,0.01,2022-03-07,8:50:00,8:55:00,Sandstorms,Low,Scooter,Metropolitan,125,Jewelry,8.0,Morning,Monday,Weekday,5.0,1.57,0,Short,0,High
ogsh536968134,39,4.6,15.576683,73.75575,15.626683,73.80575,2022-02-11,23:35:00,23:45:00,Windy,Low,Scooter,Metropolitan,100,Toys,23.0,Night,Friday,Weekday,10.0,7.72,0,Medium,0,High
exlm680160754,20,4.7,13.027018,80.254791,13.117018,80.344791,2022-04-02,20:40:00,20:50:00,Sandstorms,Jam,Motorcycle,Metropolitan,160,Toys,20.0,Evening,Saturday,Weekend,10.0,13.97,0,Long,0,High
uulj032434856,31,4.5,12.970324,77.645748,13.000324,77.675748,2022-03-07,21:20:00,21:35:00,Sunny,Jam,Motorcycle,Urban,125,Outdoors,21.0,Night,Monday,Weekday,15.0,4.66,0,Short,0,Good
hwsx368300399,30,4.6,25.450329,81.834279,25.490329,81.874279,2022-02-13,13:45:00,13:50:00,Fog,High,Motorcycle,Metropolitan,195,Skincare,13.0,Afternoon,Sunday,Weekend,5.0,5.99,0,Medium,1,High
rhkm414113969,20,4.2,18.536718,73.830327,18.626718,73.920327,2022-03-18,17:15:00,17:20:00,Windy,Medium,Motorcycle,Metropolitan,195,Home,17.0,Evening,Friday,Weekday,5.0,13.79,0,Long,1,Good
yhev664366217,34,4.8,19.065838,72.832658,19.195838,72.962658,2022-03-18,23:40:00,23:50:00,Stormy,Low,Motorcycle,Urban,100,Skincare,23.0,Night,Friday,Weekday,10.0,19.89,0,Very Long,0,High
nmmr421562031,34,4.9,12.334022,76.618203,12.374022,76.658203,2022-03-26,12:35:00,12:50:00,Sunny,High,Scooter,Metropolitan,75,Jewelry,12.0,Afternoon,Saturday,Weekend,15.0,6.22,0,Medium,0,High
fqps831143401,36,4.7,15.561295,73.749478,15.651295,73.839478,2022-02-18,23:25:00,23:40:00,Sunny,Low,Motorcycle,Urban,90,Books,23.0,Night,Friday,Weekday,15.0,13.89,0,Long,0,High
yxlt873894208,32,4.8,12.978453,77.643685,12.988453,77.653685,2022-03-26,10:15:00,10:25:00,Fog,Low,Motorcycle,Metropolitan,115,Clothing,10.0,Morning,Saturday,Weekend,10.0,1.55,0,Short,0,High
zyja578759594,36,4.6,22.761593,75.886362,22.811593,75.936362,2022-03-03,21:10:00,21:25:00,Sunny,Jam,Motorcycle,Metropolitan,90,Sports,21.0,Night,Thursday,Weekday,15.0,7.56,0,Medium,0,High
slzr125496815,23,4.5,12.979096,77.640625,13.019096,77.680625,2022-03-05,14:45:00,15:00:00,Sandstorms,High,Motorcycle,Urban,55,Skincare,14.0,Afternoon,Saturday,Weekend,15.0,6.21,0,Medium,0,Good
dhcj032141629,24,4.9,26.911927,75.797282,26.971927,75.857282,2022-03-11,17:20:00,17:25:00,Sunny,Medium,Motorcycle,Metropolitan,120,Sports,17.0,Evening,Friday,Weekday,5.0,8.94,0,Medium,0,High
aohy742998839,20,4.1,30.362686,78.06889,30.472686,78.17889,2022-02-12,21:40:00,21:50:00,Cloudy,Jam,Motorcycle,Metropolitan,160,Shoes,21.0,Night,Saturday,Weekend,10.0,16.15,0,Very Long,0,Good
rjqm539013036,21,4.6,22.761593,75.886362,22.891593,76.016362,2022-03-16,18:10:00,18:15:00,Sunny,Medium,Motorcycle,Metropolitan,80,Shoes,18.0,Evening,Wednesday,Weekday,5.0,19.66,0,Very Long,0,High
avcb570617063,29,4.9,13.066762,80.251865,13.176762,80.361865,2022-03-10,20:10:00,20:25:00,Cloudy,Jam,Scooter,Urban,185,Jewelry,20.0,Evening,Thursday,Weekday,15.0,17.07,0,Very Long,1,High
ynph765382929,33,4.8,18.55144,73.804855,18.59144,73.844855,2022-03-01,14:55:00,15:10:00,Sunny,High,Motorcycle,Metropolitan,135,Outdoors,14.0,Afternoon,Tuesday,Weekday,15.0,6.13,0,Medium,0,High
xwxx351125728,28,4.7,13.026279,80.174568,13.106279,80.254568,2022-03-06,20:30:00,20:40:00,Stormy,Jam,Motorcycle,Metropolitan,130,Home,20.0,Evening,Sunday,Weekend,10.0,12.42,0,Long,0,High
uavl345029402,35,4.9,13.064181,80.236442,13.144181,80.316442,2022-04-06,21:50:00,22:00:00,Sunny,Jam,Motorcycle,Urban,75,Home,21.0,Night,Wednesday,Weekday,10.0,12.42,0,Long,0,High
jmzd529557681,28,4.8,19.254567,72.848923,19.364567,72.958923,2022-03-25,18:25:00,18:40:00,Sandstorms,Medium,Motorcycle,Metropolitan,80,Electronics,18.0,Evening,Friday,Weekday,15.0,16.82,0,Very Long,0,High
lmzq039959678,22,4.9,12.981615,80.231598,13.041615,80.291598,2022-03-21,20:15:00,20:25:00,Cloudy,Jam,Motorcycle,Metropolitan,130,Electronics,20.0,Evening,Monday,Weekday,10.0,9.31,0,Medium,0,High
