order_id,agent_age,agent_rating,store_latitude,store_longitude,drop_latitude,drop_longitude,order_date,order_time,pickup_time,weather,traffic,vehicle,area,delivery_time,category,order_day,order_month,is_weekend,order_hour,pickup_delay_mins,distance_km,distance_issue_flag,distance_category,peak_hour_flag,rating_group,slow_delivery_flag
rafo651341260,27,4.7,18.927584,72.832585,19.037584,72.942585,2022-03-04,23:30:00,23:40:00,Sandstorms,Low,Motorcycle,Other,75,Pet Supplies,Friday,3,False,23.0,10.0,16.83,0,Very Long,Non-Peak Hour,Medium Rating,0
incm831419372,21,4.7,21.175975,72.795503,21.195975,72.815503,2022-03-09,10:25:00,10:35:00,Sandstorms,Low,Motorcycle,Urban,55,Pet Supplies,Wednesday,3,False,10.0,10.0,3.04,0,Short,Non-Peak Hour,Medium Rating,0
kych995116146,26,4.6,12.323194,76.630583,12.353194,76.660583,2022-03-15,22:35:00,22:40:00,Cloudy,Low,Motorcycle,Urban,100,Snacks,Tuesday,3,False,22.0,5.0,4.66,0,Short,Peak Hour,Medium Rating,0
snus572729688,39,4.9,23.333017,85.3172,23.423017,85.4072,2022-03-25,19:25:00,19:30:00,Cloudy,Jam,Motorcycle,Metropolitian,180,Toys,Friday,3,False,19.0,5.0,13.58,0,Long,Peak Hour,High Rating,1
hyom195706106,26,4.7,30.342509,78.061187,30.452509,78.171187,2022-02-14,17:30:00,17:35:00,Cloudy,Medium,Motorcycle,Metropolitian,190,Outdoors,Monday,2,False,17.0,5.0,16.15,0,Very Long,Peak Hour,Medium Rating,1
zbpl585843890,36,5.0,23.374989,85.335486,23.484989,85.445486,2022-03-25,19:15:00,19:30:00,Cloudy,Jam,Motorcycle,Metropolitian,230,Home,Friday,3,False,19.0,15.0,16.6,0,Very Long,Peak Hour,High Rating,1
pzqa395064023,20,4.8,26.846156,75.8023,26.866156,75.8223,2022-03-11,8:20:00,8:30:00,Sunny,Low,Motorcycle,Metropolitian,95,Toys,Friday,3,False,8.0,10.0,2.98,0,Short,Non-Peak Hour,High Rating,0
igvf222877993,36,4.8,12.981615,80.231598,13.051615,80.301598,2022-03-08,18:25:00,18:35:00,Fog,Medium,Scooter,Metropolitian,215,Outdoors,Tuesday,3,False,18.0,10.0,10.87,0,Long,Peak Hour,High Rating,1
yvjp213256614,23,4.6,26.90519,75.810753,26.96519,75.870753,2022-03-15,17:50:00,18:00:00,Windy,Medium,Scooter,Metropolitian,105,Kitchen,Tuesday,3,False,17.0,10.0,8.94,0,Medium,Peak Hour,Medium Rating,0
sbhn514920466,20,5.0,30.893244,75.821817,30.943244,75.871817,2022-02-15,17:55:00,18:05:00,Sunny,Medium,Motorcycle,Metropolitian,85,Home,Tuesday,2,False,17.0,10.0,7.33,0,Medium,Peak Hour,High Rating,0
vdkq118604477,35,4.6,26.766536,75.837333,26.816536,75.887333,2022-04-05,18:55:00,19:10:00,Windy,Medium,Motorcycle,Metropolitian,170,Books,Tuesday,4,False,18.0,15.0,7.45,0,Medium,Peak Hour,Medium Rating,1
qgpo213526798,31,5.0,17.410371,78.437225,17.490371,78.517225,2022-03-23,17:55:00,18:05:00,Sandstorms,Medium,Motorcycle,Metropolitian,230,Apparel,Wednesday,3,False,17.0,10.0,12.29,0,Long,Peak Hour,High Rating,1
pztc403712308,34,3.5,11.016298,76.972076,11.106298,77.062076,2022-03-25,22:10:00,22:20:00,Cloudy,Low,Van,Metropolitian,170,Toys,Friday,3,False,22.0,10.0,14.02,0,Long,Peak Hour,Low Rating,1
rikb590609172,22,4.8,12.316967,76.603067,12.386967,76.673067,2022-03-25,17:15:00,17:25:00,Sunny,Medium,Motorcycle,Metropolitian,80,Kitchen,Friday,3,False,17.0,10.0,10.88,0,Long,Peak Hour,High Rating,0
gxpx252271721,24,4.9,23.333017,85.3172,23.443017,85.4272,2022-03-08,18:15:00,18:30:00,Cloudy,Medium,Scooter,Metropolitian,175,Jewelry,Tuesday,3,False,18.0,15.0,16.6,0,Very Long,Peak Hour,High Rating,1
xkzp875599299,26,4.8,12.337928,76.617889,12.347928,76.627889,2022-03-30,8:35:00,8:45:00,Sunny,Low,Scooter,Metropolitian,115,Pet Supplies,Wednesday,3,False,8.0,10.0,1.55,0,Short,Non-Peak Hour,High Rating,0
umxt582276380,29,4.9,0.0,0.0,0.11,0.11,2022-03-23,19:15:00,19:25:00,Sandstorms,Jam,Motorcycle,Metropolitian,125,Sports,Wednesday,3,False,19.0,10.0,17.3,0,Very Long,Peak Hour,High Rating,0
czzq721389074,27,4.7,12.310972,76.659264,12.370972,76.719264,2022-03-28,18:35:00,18:45:00,Cloudy,Medium,Motorcycle,Metropolitian,120,Sports,Monday,3,False,18.0,10.0,9.33,0,Medium,Peak Hour,Medium Rating,0
vqff439400335,33,4.1,26.905287,75.794592,26.915287,75.804592,2022-03-24,8:40:00,8:50:00,Sandstorms,Low,Motorcycle,Metropolitian,145,Electronics,Thursday,3,False,8.0,10.0,1.49,0,Short,Non-Peak Hour,Low Rating,0
giiq483839538,50,4.7,-23.416792,-85.316842,23.466792,85.366842,2022-03-13,NaN,20:40:00,Unknown,Unknown,Motorcycle,Metropolitian,140,Outdoors,Sunday,3,True,,,19064.81,1,Distance Issue,Unknown,Medium Rating,0
sdoz879633467,39,5.0,22.311603,73.165012,22.361603,73.215012,2022-03-15,23:20:00,23:35:00,Windy,Low,Scooter,Metropolitian,140,Snacks,Tuesday,3,False,23.0,15.0,7.57,0,Medium,Non-Peak Hour,High Rating,0
jtyg066662930,38,4.6,0.0,0.0,0.07,0.07,2022-02-16,18:15:00,18:20:00,Sandstorms,Medium,Scooter,Metropolitian,140,Outdoors,Wednesday,2,False,18.0,5.0,11.01,0,Long,Peak Hour,Medium Rating,0
mvad227567358,24,4.3,22.74806,75.8934,22.75806,75.9034,2022-03-30,12:00:00,12:05:00,Sunny,High,Motorcycle,Urban,210,Pet Supplies,Wednesday,3,False,12.0,5.0,1.51,0,Short,Non-Peak Hour,Low Rating,1
onbj735651918,33,4.6,22.310526,73.170937,22.390526,73.250937,2022-03-18,21:00:00,21:05:00,Sunny,Jam,Van,Metropolitian,90,Cosmetics,Friday,3,False,21.0,5.0,12.12,0,Long,Peak Hour,Medium Rating,0
fjpl907757731,23,4.8,22.310329,73.169083,22.340329,73.199083,2022-03-07,19:35:00,19:45:00,Sunny,Jam,Motorcycle,Urban,50,Apparel,Monday,3,False,19.0,10.0,4.54,0,Short,Peak Hour,High Rating,0
puol832730998,24,4.5,19.120083,72.907385,19.140083,72.927385,2022-03-19,11:00:00,11:15:00,Sandstorms,Low,Motorcycle,Urban,90,Clothing,Saturday,3,True,11.0,15.0,3.06,0,Short,Non-Peak Hour,Medium Rating,0
rljo719981582,31,4.2,9.957144,76.296783,9.967144,76.306783,2022-02-15,10:40:00,10:45:00,Stormy,Low,Motorcycle,Metropolitian,125,Outdoors,Tuesday,2,False,10.0,5.0,1.56,0,Short,Non-Peak Hour,Low Rating,0
hxho570153716,34,4.9,22.744648,75.894377,22.754648,75.904377,2022-03-17,11:35:00,11:45:00,Fog,High,Motorcycle,Metropolitian,145,Pet Supplies,Thursday,3,False,11.0,10.0,1.51,0,Short,Non-Peak Hour,High Rating,0
ltuy541939662,26,4.7,26.902328,75.794257,26.912328,75.804257,2022-03-07,8:10:00,8:25:00,Fog,Low,Motorcycle,Urban,60,Books,Monday,3,False,8.0,15.0,1.49,0,Short,Non-Peak Hour,Medium Rating,0
zora507095730,25,4.6,26.891191,75.802083,26.951191,75.862083,2022-03-07,17:45:00,18:00:00,Cloudy,Medium,Scooter,Metropolitian,85,Skincare,Monday,3,False,17.0,15.0,8.94,0,Medium,Peak Hour,Medium Rating,0
ugnr575016665,25,4.7,12.337978,76.616792,12.387978,76.666792,2022-03-24,18:15:00,18:25:00,Windy,Medium,Motorcycle,Metropolitian,27,Grocery,Thursday,3,False,18.0,10.0,7.77,0,Medium,Peak Hour,Medium Rating,0
frzs277908212,28,4.7,0.0,0.0,0.03,0.03,2022-03-26,20:10:00,20:25:00,Fog,Jam,Motorcycle,Metropolitian,110,Jewelry,Saturday,3,True,20.0,15.0,4.72,0,Short,Peak Hour,Medium Rating,0
pyic338495375,27,4.5,17.440827,78.393391,17.500827,78.453391,2022-03-24,18:35:00,18:45:00,Stormy,Medium,Motorcycle,Metropolitian,80,Books,Thursday,3,False,18.0,10.0,9.22,0,Medium,Peak Hour,Medium Rating,0
sisc047722712,30,5.0,18.546258,73.904337,18.566258,73.924337,2022-03-15,10:45:00,10:50:00,Stormy,Low,Scooter,Metropolitian,120,Kitchen,Tuesday,3,False,10.0,5.0,3.06,0,Short,Non-Peak Hour,High Rating,0
rwqz773467757,35,4.8,23.353783,85.326967,23.463783,85.436967,2022-03-25,22:55:00,23:00:00,Windy,Low,Motorcycle,Metropolitian,140,Kitchen,Friday,3,False,22.0,5.0,16.6,0,Very Long,Peak Hour,High Rating,0
ypaz812434652,28,4.7,19.178321,72.834715,19.308321,72.964715,2022-03-23,22:10:00,22:20:00,Sunny,Low,Motorcycle,Urban,115,Electronics,Wednesday,3,False,22.0,10.0,19.88,0,Very Long,Peak Hour,Medium Rating,0
scxk255628752,31,5.0,12.321214,76.621094,12.431214,76.731094,2022-04-02,20:20:00,20:30:00,Windy,Jam,Motorcycle,Metropolitian,145,Shoes,Saturday,4,True,20.0,10.0,17.1,0,Very Long,Peak Hour,High Rating,0
vqia322532701,32,4.7,19.207222,72.972281,19.337222,73.102281,2022-03-31,0:00:00,0:15:00,Sandstorms,Low,Motorcycle,Metropolitian,95,Clothing,Thursday,3,False,0.0,15.0,19.88,0,Very Long,Non-Peak Hour,Medium Rating,0
gwaj586308407,25,4.7,27.159795,78.04299,27.179795,78.06299,2022-02-11,9:15:00,9:20:00,Sandstorms,Low,Motorcycle,Urban,55,Toys,Friday,2,False,9.0,5.0,2.98,0,Short,Non-Peak Hour,Medium Rating,0
kbyw503159450,31,4.8,26.482581,80.315628,26.522581,80.355628,2022-02-13,15:00:00,15:05:00,Cloudy,High,Motorcycle,Metropolitian,33,Grocery,Sunday,2,True,15.0,5.0,5.97,0,Medium,Non-Peak Hour,High Rating,0
noyz563887364,33,4.6,21.149669,72.772629,21.229669,72.852629,2022-03-23,18:35:00,18:45:00,Sunny,Medium,Motorcycle,Metropolitian,145,Books,Wednesday,3,False,18.0,10.0,12.16,0,Long,Peak Hour,Medium Rating,0
tmnr659149606,39,4.2,26.914142,75.805704,26.964142,75.855704,2022-03-03,20:15:00,20:25:00,Cloudy,Jam,Scooter,Urban,185,Clothing,Thursday,3,False,20.0,10.0,7.45,0,Medium,Peak Hour,Low Rating,1
aplh689177308,30,4.6,21.185047,72.80859,21.315047,72.93859,2022-03-12,20:25:00,20:35:00,Fog,Jam,Motorcycle,Metropolitian,200,Skincare,Saturday,3,True,20.0,10.0,19.76,0,Very Long,Peak Hour,Medium Rating,1
albj410814255,29,4.8,18.53408,73.89852,18.61408,73.97852,2022-03-23,19:45:00,19:50:00,Stormy,Jam,Scooter,Urban,125,Books,Wednesday,3,False,19.0,5.0,12.26,0,Long,Peak Hour,High Rating,0
ynzd427379916,21,4.7,26.846156,75.8023,26.886156,75.8423,2022-03-24,15:30:00,15:40:00,Sandstorms,Medium,Motorcycle,Urban,65,Cosmetics,Thursday,3,False,15.0,10.0,5.96,0,Medium,Non-Peak Hour,Medium Rating,0
czke297265634,31,4.7,12.284747,76.625861,12.354747,76.695861,2022-04-02,20:30:00,20:45:00,Sunny,Jam,Scooter,Metropolitian,100,Toys,Saturday,4,True,20.0,15.0,10.88,0,Long,Peak Hour,Medium Rating,0
nqki731394953,22,4.5,18.53408,73.89852,18.62408,73.98852,2022-03-29,17:20:00,17:25:00,Sunny,Medium,Motorcycle,Metropolitian,60,Snacks,Tuesday,3,False,17.0,5.0,13.79,0,Long,Peak Hour,Medium Rating,0
bvwj516468972,38,4.2,23.374878,85.335739,23.504878,85.465739,2022-04-04,21:35:00,21:50:00,Cloudy,Jam,Van,Metropolitian,235,Kitchen,Monday,4,False,21.0,15.0,19.62,0,Very Long,Peak Hour,Low Rating,1
thkg007486594,38,4.3,21.15276,72.778059,21.18276,72.808059,2022-03-26,22:10:00,22:20:00,Stormy,Low,Motorcycle,Metropolitian,165,Snacks,Saturday,3,True,22.0,10.0,4.56,0,Short,Peak Hour,Low Rating,1
yffc381509417,25,4.9,18.533811,73.899315,18.623811,73.989315,2022-03-10,17:25:00,17:30:00,Fog,Medium,Scooter,Metropolitian,25,Grocery,Thursday,3,False,17.0,5.0,13.79,0,Long,Peak Hour,High Rating,0
rgfo160927548,39,4.7,21.175975,72.795503,21.185975,72.805503,2022-03-21,8:45:00,8:50:00,Fog,Low,Scooter,Urban,80,Jewelry,Monday,3,False,8.0,5.0,1.52,0,Short,Non-Peak Hour,Medium Rating,0
cvfo940465275,37,4.8,23.354422,85.3329,23.424422,85.4029,2022-03-16,18:15:00,18:25:00,Sandstorms,Medium,Motorcycle,Metropolitian,165,Snacks,Wednesday,3,False,18.0,10.0,10.57,0,Long,Peak Hour,High Rating,1
bqzh421035009,32,4.5,23.355164,85.324097,23.425164,85.394097,2022-03-06,19:35:00,19:45:00,Stormy,Jam,Scooter,Metropolitian,195,Jewelry,Sunday,3,True,19.0,10.0,10.57,0,Long,Peak Hour,Medium Rating,1
kzrj282347732,31,5.0,18.536562,73.896485,18.646562,74.006485,2022-03-14,19:55:00,20:00:00,Cloudy,Jam,Van,Metropolitian,245,Outdoors,Monday,3,False,19.0,5.0,16.85,0,Very Long,Peak Hour,High Rating,1
dpel879518790,22,4.5,26.910262,75.783013,26.950262,75.823013,2022-04-01,15:10:00,15:20:00,Stormy,Medium,Scooter,Urban,140,Sports,Friday,4,False,15.0,10.0,5.96,0,Medium,Non-Peak Hour,Medium Rating,0
zbdl312371560,36,4.1,9.959778,76.296106,10.089778,76.426106,2022-02-14,23:45:00,0:00:00,Cloudy,Low,Motorcycle,Metropolitian,200,Toys,Monday,2,False,23.0,,20.29,0,Very Long,Non-Peak Hour,Low Rating,1
mdwt114511056,29,4.5,23.354422,85.3329,23.444422,85.4229,2022-03-06,22:45:00,22:55:00,Sandstorms,Low,Scooter,Metropolitian,70,Pet Supplies,Sunday,3,True,22.0,10.0,13.58,0,Long,Peak Hour,Medium Rating,0
ehgw668946653,20,4.7,19.12663,72.829976,19.13663,72.839976,2022-03-07,10:10:00,10:15:00,Sandstorms,Low,Van,Urban,85,Sports,Monday,3,False,10.0,5.0,1.53,0,Short,Non-Peak Hour,Medium Rating,0
tuah305114093,39,4.6,22.728163,75.884212,22.788163,75.944212,2022-03-15,22:20:00,22:25:00,Stormy,Low,Scooter,Urban,130,Books,Tuesday,3,False,22.0,5.0,9.08,0,Medium,Peak Hour,Medium Rating,0
wjpx068546092,35,4.4,12.975377,77.696664,13.065377,77.786664,2022-03-08,20:35:00,20:40:00,Sandstorms,Jam,Motorcycle,Metropolitian,205,Toys,Tuesday,3,False,20.0,5.0,13.97,0,Long,Peak Hour,Low Rating,1
yldh546042967,37,5.0,0.0,0.0,0.06,0.06,2022-04-01,22:20:00,22:30:00,Sunny,Low,Motorcycle,Metropolitian,140,Kitchen,Friday,4,False,22.0,10.0,9.44,0,Medium,Peak Hour,High Rating,0
isxz304106938,39,4.6,26.469003,80.316344,26.559003,80.406344,2022-02-16,17:45:00,17:50:00,Cloudy,Medium,Scooter,Metropolitian,150,Pet Supplies,Wednesday,2,False,17.0,5.0,13.43,0,Long,Peak Hour,Medium Rating,0
gtyb558385138,33,4.8,11.006686,76.951736,11.016686,76.961736,2022-04-03,11:25:00,11:40:00,Windy,High,Motorcycle,Metropolitian,135,Home,Sunday,4,True,11.0,15.0,1.56,0,Short,Non-Peak Hour,High Rating,0
yscw977556666,35,4.6,22.75004,75.902847,22.84004,75.992847,2022-03-16,0:00:00,0:05:00,Cloudy,Low,Scooter,Urban,145,Kitchen,Wednesday,3,False,0.0,5.0,13.61,0,Long,Non-Peak Hour,Medium Rating,0
zgin836000586,35,4.8,23.416792,85.316842,23.466792,85.366842,2022-03-28,20:40:00,20:55:00,Cloudy,Jam,Scooter,Urban,175,Home,Monday,3,False,20.0,15.0,7.55,0,Medium,Peak Hour,High Rating,1
aqkf770210751,22,4.8,12.934179,77.615797,13.014179,77.695797,2022-03-29,20:35:00,20:45:00,Sunny,Jam,Motorcycle,Metropolitian,125,Kitchen,Tuesday,3,False,20.0,10.0,12.42,0,Long,Peak Hour,High Rating,0
agof093226967,31,4.6,22.310329,73.169083,22.400329,73.259083,2022-04-02,21:30:00,21:35:00,Sunny,Jam,Motorcycle,Urban,140,Apparel,Saturday,4,True,21.0,5.0,13.63,0,Long,Peak Hour,Medium Rating,0
coyk266401569,26,4.8,22.725835,75.887648,22.775835,75.937648,2022-03-01,18:40:00,18:55:00,Sunny,Medium,Scooter,Metropolitian,70,Electronics,Tuesday,3,False,18.0,15.0,7.56,0,Medium,Peak Hour,High Rating,0
mpjt509770280,28,4.8,23.359407,85.325055,23.429407,85.395055,2022-03-04,17:15:00,17:25:00,Cloudy,Medium,Scooter,Metropolitian,135,Books,Friday,3,False,17.0,10.0,10.56,0,Long,Peak Hour,High Rating,0
tnoa464234837,29,4.6,22.695207,75.866059,22.725207,75.896059,2022-03-07,21:15:00,21:30:00,Sunny,Jam,Motorcycle,Urban,65,Sports,Monday,3,False,21.0,15.0,4.54,0,Short,Peak Hour,Medium Rating,0
xdwh610032071,24,4.8,0.0,0.0,0.09,0.09,2022-03-08,19:15:00,19:25:00,Stormy,Jam,Scooter,Metropolitian,95,Toys,Tuesday,3,False,19.0,10.0,14.15,0,Long,Peak Hour,High Rating,0
jrtv899102086,24,4.9,11.025083,77.015393,11.135083,77.125393,2022-03-12,18:45:00,18:50:00,Sandstorms,Medium,Scooter,Metropolitian,75,Sports,Saturday,3,True,18.0,5.0,17.14,0,Very Long,Peak Hour,High Rating,0
xysz234750549,22,5.0,17.451976,78.385883,17.561976,78.495883,2022-03-10,21:55:00,22:10:00,Cloudy,Jam,Motorcycle,Urban,175,Sports,Thursday,3,False,21.0,15.0,16.9,0,Very Long,Peak Hour,High Rating,1
cklz337648605,32,5.0,21.183434,72.814492,21.203434,72.834492,2022-03-24,8:40:00,8:50:00,Cloudy,Low,Motorcycle,Metropolitian,80,Electronics,Thursday,3,False,8.0,10.0,3.04,0,Short,Non-Peak Hour,High Rating,0
bven145910524,24,4.7,0.0,0.0,0.06,0.06,2022-03-03,17:45:00,18:00:00,Stormy,Medium,Motorcycle,Urban,85,Kitchen,Thursday,3,False,17.0,15.0,9.44,0,Medium,Peak Hour,Medium Rating,0
ceay011382006,27,4.6,11.003008,76.97544,11.073009,77.04544,2022-03-14,17:50:00,18:05:00,Windy,Medium,Scooter,Metropolitian,130,Outdoors,Monday,3,False,17.0,15.0,10.91,0,Long,Peak Hour,Medium Rating,0
gxga580252578,23,4.7,11.016298,76.972076,11.036298,76.992076,2022-03-01,10:25:00,10:40:00,Sunny,Low,Scooter,Urban,75,Kitchen,Tuesday,3,False,10.0,15.0,3.12,0,Short,Non-Peak Hour,Medium Rating,0
rbbn276192532,38,4.5,11.022169,76.999594,11.052169,77.029594,2022-03-13,23:25:00,23:40:00,Cloudy,Low,Van,Urban,75,Kitchen,Sunday,3,True,23.0,15.0,4.67,0,Short,Non-Peak Hour,Medium Rating,0
rzfm185057462,33,4.9,12.304569,76.643622,12.364569,76.703622,2022-03-24,18:30:00,18:40:00,Fog,Medium,Scooter,Other,80,Skincare,Thursday,3,False,18.0,10.0,9.33,0,Medium,Peak Hour,High Rating,0
muqr501261939,33,4.2,17.45971,78.368855,17.54971,78.458855,2022-04-06,18:00:00,18:10:00,Sunny,Medium,Motorcycle,Metropolitian,190,Electronics,Wednesday,4,False,18.0,10.0,13.83,0,Long,Peak Hour,Low Rating,1
rhxy474392715,34,4.4,22.744648,75.894377,22.834648,75.984377,2022-03-16,20:30:00,20:45:00,Stormy,Jam,Motorcycle,Metropolitian,255,Electronics,Wednesday,3,False,20.0,15.0,13.61,0,Long,Peak Hour,Low Rating,1
dwai720918677,26,4.0,0.0,0.0,0.11,0.11,2022-03-20,19:50:00,20:05:00,Cloudy,Jam,Motorcycle,Metropolitian,160,Snacks,Sunday,3,True,19.0,15.0,17.3,0,Very Long,Peak Hour,Low Rating,0
ciuq603578343,33,4.9,11.022477,76.995667,11.132477,77.105667,2022-03-16,23:00:00,23:10:00,Sandstorms,Low,Motorcycle,Metropolitian,145,Snacks,Wednesday,3,False,23.0,10.0,17.14,0,Very Long,Non-Peak Hour,High Rating,0
yivn467496372,22,4.6,21.170798,72.790489,21.190798,72.810489,2022-03-01,10:10:00,10:20:00,Windy,Low,Motorcycle,Metropolitian,70,Shoes,Tuesday,3,False,10.0,10.0,3.04,0,Short,Non-Peak Hour,Medium Rating,0
bbxv377403903,20,4.9,17.410371,78.437225,17.420371,78.447225,2022-04-05,11:50:00,12:00:00,Cloudy,High,Motorcycle,Metropolitian,125,Toys,Tuesday,4,False,11.0,10.0,1.54,0,Short,Non-Peak Hour,High Rating,0
oahr425519029,31,4.9,22.651847,75.881991,22.711847,75.941991,2022-03-21,23:00:00,23:05:00,Cloudy,Low,Scooter,Metropolitian,90,Outdoors,Monday,3,False,23.0,5.0,9.08,0,Medium,Non-Peak Hour,High Rating,0
grse767256496,28,4.6,23.354422,85.3329,23.384422,85.3629,2022-03-21,17:50:00,18:05:00,Windy,Medium,Scooter,Metropolitian,130,Apparel,Monday,3,False,17.0,15.0,4.53,0,Short,Peak Hour,Medium Rating,0
xexk639805847,36,4.7,19.207222,72.972281,19.317222,73.082281,2022-03-04,23:10:00,23:15:00,Sunny,Low,Scooter,Urban,120,Home,Friday,3,False,23.0,5.0,16.82,0,Very Long,Non-Peak Hour,Medium Rating,0
oxlt401748905,32,4.1,12.972532,77.608179,13.032532,77.668179,2022-03-21,19:45:00,19:55:00,Windy,Jam,Motorcycle,Urban,155,Pet Supplies,Monday,3,False,19.0,10.0,9.32,0,Medium,Peak Hour,Low Rating,0
jutf922164356,36,4.5,0.0,0.0,0.11,0.11,2022-03-20,17:45:00,18:00:00,Stormy,Medium,Scooter,Metropolitian,165,Home,Sunday,3,True,17.0,15.0,17.3,0,Very Long,Peak Hour,Medium Rating,1
sczf224013901,36,4.6,0.0,0.0,0.13,0.13,2022-03-27,17:25:00,17:30:00,Stormy,Medium,Motorcycle,Urban,155,Cosmetics,Sunday,3,True,17.0,5.0,20.44,0,Very Long,Peak Hour,Medium Rating,0
tosn177812515,34,4.5,11.02091,76.940432,11.04091,76.960432,2022-04-01,10:35:00,10:40:00,Sandstorms,Low,Motorcycle,Metropolitian,150,Books,Friday,4,False,10.0,5.0,3.12,0,Short,Non-Peak Hour,Medium Rating,0
tqlf148700183,31,4.3,19.120083,72.907385,19.180083,72.967385,2022-03-30,23:45:00,0:00:00,Windy,Low,Motorcycle,Metropolitian,170,Pet Supplies,Wednesday,3,False,23.0,,9.18,0,Medium,Non-Peak Hour,Low Rating,1
xqal735319095,28,4.5,12.323225,76.630028,12.343225,76.650028,2022-03-05,9:20:00,9:25:00,Cloudy,Low,Motorcycle,Metropolitian,115,Pet Supplies,Saturday,3,True,9.0,5.0,3.11,0,Short,Non-Peak Hour,Medium Rating,0
kyqr808922126,30,4.9,22.74806,75.8934,22.81806,75.9634,2022-03-04,21:55:00,22:00:00,Sunny,Jam,Van,Metropolitian,135,Jewelry,Friday,3,False,21.0,5.0,10.59,0,Long,Peak Hour,High Rating,0
eorn208455023,30,4.3,22.311844,73.165081,22.441844,73.295081,2022-03-10,19:15:00,19:30:00,Cloudy,Jam,Scooter,Metropolitian,180,Cosmetics,Thursday,3,False,19.0,15.0,19.69,0,Very Long,Peak Hour,Low Rating,1
qlhl740861172,29,4.7,0.0,0.0,0.13,0.13,2022-02-14,23:30:00,23:45:00,Sunny,Low,Motorcycle,Urban,100,Books,Monday,2,False,23.0,15.0,20.44,0,Very Long,Non-Peak Hour,Medium Rating,0
fwrc714788264,20,4.8,21.157735,72.768778,21.167735,72.778778,2022-03-15,10:00:00,10:05:00,Stormy,Low,Van,Metropolitian,55,Electronics,Tuesday,3,False,10.0,5.0,1.52,0,Short,Non-Peak Hour,High Rating,0
mkun333819388,39,4.8,11.003669,76.976494,11.033669,77.006494,2022-03-30,22:10:00,22:20:00,Fog,Low,Motorcycle,Metropolitian,130,Electronics,Wednesday,3,False,22.0,10.0,4.67,0,Short,Peak Hour,High Rating,0
oijd860834411,23,4.8,22.753839,75.897429,22.783839,75.927429,2022-03-24,18:55:00,19:05:00,Sunny,Medium,Motorcycle,Metropolitian,65,Kitchen,Thursday,3,False,18.0,10.0,4.54,0,Short,Peak Hour,High Rating,0
zaip242735681,37,4.2,22.311603,73.165012,22.381603,73.235012,2022-04-02,22:20:00,22:25:00,Cloudy,Low,Scooter,Metropolitian,195,Toys,Saturday,4,True,22.0,5.0,10.6,0,Long,Peak Hour,Low Rating,1
oklo053560023,21,4.9,25.451517,81.832616,25.561517,81.942616,2022-02-14,22:25:00,22:40:00,Windy,Low,Scooter,Metropolitian,85,Skincare,Monday,2,False,22.0,15.0,16.48,0,Very Long,Peak Hour,High Rating,0
tvrl828921612,28,4.8,13.02978,80.208812,13.07978,80.258812,2022-04-05,18:15:00,18:25:00,Sunny,Medium,Motorcycle,Metropolitian,120,Books,Tuesday,4,False,18.0,10.0,7.76,0,Medium,Peak Hour,High Rating,0
dvod322840889,28,4.9,23.39925,85.390464,23.45925,85.450464,2022-03-11,17:50:00,18:05:00,Stormy,Medium,Motorcycle,Urban,100,Snacks,Friday,3,False,17.0,15.0,9.05,0,Medium,Peak Hour,High Rating,0
doxt776615294,23,4.7,21.175104,72.804342,21.215104,72.844342,2022-03-15,16:40:00,16:50:00,Sunny,Medium,Motorcycle,Urban,95,Books,Tuesday,3,False,16.0,10.0,6.08,0,Medium,Non-Peak Hour,Medium Rating,0
czgw528605071,27,4.7,0.0,0.0,0.06,0.06,2022-03-07,18:30:00,18:35:00,Sandstorms,Medium,Scooter,Metropolitian,115,Pet Supplies,Monday,3,False,18.0,5.0,9.44,0,Medium,Peak Hour,Medium Rating,0
glxi090362350,39,4.9,12.949934,77.699386,12.969934,77.719386,2022-03-13,9:15:00,9:30:00,Fog,Low,Motorcycle,Metropolitian,95,Pet Supplies,Sunday,3,True,9.0,15.0,3.11,0,Short,Non-Peak Hour,High Rating,0
umwy390360137,23,4.9,26.474986,80.342796,26.554986,80.422796,2022-02-16,17:25:00,17:35:00,Sunny,Medium,Motorcycle,Urban,80,Outdoors,Wednesday,2,False,17.0,10.0,11.94,0,Long,Peak Hour,High Rating,0
gqie309771294,29,5.0,22.753659,75.903365,22.773659,75.923365,2022-03-17,9:00:00,9:05:00,Fog,Low,Van,Urban,85,Books,Thursday,3,False,9.0,5.0,3.03,0,Short,Non-Peak Hour,High Rating,0
cqmw027862944,24,4.6,12.316967,76.603067,12.346967,76.633067,2022-03-11,17:40:00,17:55:00,Sandstorms,Medium,Scooter,Metropolitian,145,Jewelry,Friday,3,False,17.0,15.0,4.66,0,Short,Peak Hour,Medium Rating,0
xvhw299742467,29,4.9,11.016298,76.972076,11.096298,77.052076,2022-03-04,20:20:00,20:25:00,Sandstorms,Jam,Motorcycle,Metropolitian,180,Home,Friday,3,False,20.0,5.0,12.46,0,Long,Peak Hour,High Rating,1
klez868450494,38,4.9,23.369746,85.33982,23.499746,85.46982,2022-04-02,17:30:00,17:35:00,Windy,Medium,Motorcycle,Metropolitian,210,Kitchen,Saturday,4,True,17.0,5.0,19.62,0,Very Long,Peak Hour,High Rating,1
