Order_ID,Agent_Age,Agent_Rating,Store_Latitude,Store_Longitude,Drop_Latitude,Drop_Longitude,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Pickup_Delay,Distance_km,Hour,Time_Slot,Delay_Flag
gaih403946865,20,4.6,17.455894,78.375467,17.535894,78.455467,02-04-2022,21:50,21:55,Sunny,Jam ,van,Metropolitian ,20,Grocery,5.0,12.558216433872817,21,Night,False
ttgc592604034,35,3.5,17.450851,78.379347,17.560851,78.489347,29-03-2022,17:50,18:00,Stormy,Medium ,scooter ,Urban ,37,Grocery,10.0,17.2675475965754,17,Evening,False
tqef391464462,30,4.8,11.022477,76.995667,11.032477,77.005667,01-04-2022,09:15,09:20,Sunny,Low ,scooter ,Metropolitian ,50,Shoes,5.0,1.5697770542345202,9,Morning,False
fxtp899721407,39,4.1,13.091809,80.219104,13.181809,80.309104,12-03-2022,23:35,23:40,Fog,Low ,scooter ,Metropolitian ,170,Shoes,5.0,14.127993488107478,23,Night,True
igyq767188442,33,3.8,18.520016,73.830547,18.590016,73.900547,20-03-2022,21:55,22:10,Sandstorms,Jam ,van,Metropolitian ,165,Home,15.0,10.988439379639551,21,Night,True
dgxs800270933,21,4.7,26.463504,80.372929,26.483504,80.392929,17-02-2022,10:35,10:40,Fog,Low ,scooter ,Urban ,55,Sports,5.0,3.1395541084679253,10,Morning,False
bjqm277723448,37,3.6,26.483672,80.320708,26.623672,80.460708,12-02-2022,20:30,20:40,Stormy,Jam ,scooter ,Metropolitian ,205,Books,10.0,21.976878759277987,20,Evening,True
mxwl060648149,36,4.6,-9.970717,76.285447,10.030717,76.345447,13-02-2022,22:20,22:35,Fog,Low ,motorcycle ,Urban ,29,Grocery,15.0,2220.1691632612956,22,Night,False
wkod269164583,33,4.8,18.593481,73.785901,18.723481,73.915901,20-03-2022,17:20,17:25,Cloudy,Medium ,scooter ,Metropolitian ,170,Home,5.0,20.407101705044443,17,Evening,True
gduk103299880,22,4.5,17.458998,78.500366,17.498998,78.540366,26-03-2022,15:30,15:40,Fog,Medium ,scooter ,Metropolitian ,75,Clothing,10.0,6.279108216936966,15,Afternoon,False
fmgw486170742,38,4.7,21.149834,72.778666,21.259834,72.888666,08-03-2022,20:55,21:00,Fog,Jam ,motorcycle ,Metropolitian ,215,Cosmetics,5.0,17.26754759657568,20,Evening,True
pnds362662453,22,4.1,11.022169,76.999594,11.092169,77.069594,29-03-2022,21:35,21:50,Sandstorms,Jam ,motorcycle ,Urban ,165,Apparel,15.0,10.988439379638436,21,Night,True
qawi381992892,25,4.5,12.972793,80.249982,13.062793,80.339982,23-03-2022,22:55,23:00,Cloudy,Low ,motorcycle ,Urban ,110,Outdoors,5.0,14.127993488107478,22,Night,False
fuiw290263784,38,4.1,26.913483,75.803139,27.023483,75.913139,02-04-2022,20:15,20:20,Cloudy,Jam ,motorcycle ,Semi-Urban ,240,Apparel,5.0,17.2675475965754,20,Evening,True
wmzk783784752,37,4.1,22.547186,88.35068,22.637186,88.44068,12-02-2022,18:25,18:30,Sunny,Medium ,motorcycle ,Urban ,180,Outdoors,5.0,14.127993488107478,18,Evening,True
olmy235699317,36,4.9,18.539299,73.897902,18.629299,73.987902,25-03-2022,20:20,20:30,Sunny,Jam ,motorcycle ,Metropolitian ,180,Pet Supplies,10.0,14.127993488107478,20,Evening,True
hcbi282824752,30,5.0,22.75004,75.902847,22.76004,75.912847,24-03-2022,08:15,08:25,Fog,Low ,scooter ,Metropolitian ,85,Pet Supplies,10.0,1.5697770542346596,8,Morning,False
lijt018981689,26,4.8,26.90294,75.793007,26.97294,75.863007,08-03-2022,18:40,18:50,Cloudy,Medium ,motorcycle ,Metropolitian ,205,Skincare,10.0,10.988439379638436,18,Evening,True
niye595006789,29,4.7,26.846156,75.8023,26.876156,75.8323,03-04-2022,20:50,20:55,Sunny,Jam ,scooter ,Urban ,80,Sports,5.0,4.7093311627025845,20,Evening,False
hkvo254272854,36,4.8,19.065838,72.832658,19.075838,72.842658,05-04-2022,10:45,10:50,Fog,Low ,motorcycle ,Urban ,85,Skincare,5.0,1.5697770542346596,10,Morning,False
bbvg710944152,36,4.8,22.751857,75.866699,22.761857,75.876699,05-04-2022,11:25,11:35,Stormy,High ,motorcycle ,Metropolitian ,160,Electronics,10.0,1.569777054234381,11,Morning,False
wmfl076256992,26,4.8,11.010375,76.95295,11.100375,77.04295,20-03-2022,19:50,19:55,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Outdoors,5.0,14.127993488107478,19,Evening,False
vczr605400863,25,4.7,25.459775,81.834841,25.589775,81.964841,14-02-2022,17:55,18:05,Sandstorms,Medium ,scooter ,Urban ,75,Kitchen,10.0,20.407101705044443,17,Evening,False
usqf826830092,30,4.5,26.956431,75.776649,27.016431,75.836649,17-03-2022,19:15,19:30,Fog,Jam ,scooter ,Urban ,135,Jewelry,15.0,9.418662325404053,19,Evening,False
kcpg601866438,24,4.7,22.725748,75.898497,22.785747,75.958497,28-03-2022,22:45,22:55,Cloudy,Low ,motorcycle ,Metropolitian ,80,Kitchen,10.0,9.418583836878302,22,Night,False
fvjk871888306,36,4.6,30.359722,78.067079,30.489722,78.197079,18-02-2022,23:20,23:30,Stormy,Low ,motorcycle ,Metropolitian ,90,Outdoors,10.0,20.407101705043324,23,Night,False
jyfm216458975,39,5.0,22.514585,88.39331,22.544585,88.42331,17-02-2022,23:00,23:05,Fog,Low ,motorcycle ,Metropolitian ,140,Kitchen,5.0,4.7093311627025845,23,Night,False
dhmd768797034,27,5.0,13.086438,80.220672,13.166438,80.300672,25-03-2022,20:25,20:40,Sunny,Jam ,motorcycle ,Other,15,Grocery,15.0,12.558216433874072,20,Evening,False
glbv231933924,27,4.9,17.455894,78.375467,17.515894,78.435467,11-03-2022,20:25,20:35,Stormy,Jam ,motorcycle ,Other,10,Grocery,10.0,9.41866232540489,20,Evening,False
zrsm175725062,30,4.2,12.325461,76.632278,12.435461,76.742278,20-03-2022,20:50,21:05,Cloudy,Jam ,scooter ,Metropolitian ,180,Outdoors,15.0,17.2675475965754,20,Evening,True
hzre856189289,28,4.9,23.359194,85.325447,23.389194,85.355447,11-03-2022,17:40,17:50,Sandstorms,Medium ,motorcycle ,Urban ,105,Clothing,10.0,4.7093311627025845,17,Evening,False
szkl976484907,26,4.4,10.96185,76.971082,10.98185,76.991082,15-03-2022,08:30,08:35,Stormy,Low ,motorcycle ,Metropolitian ,145,Jewelry,5.0,3.1395541084690404,8,Morning,False
xcyq551430407,36,4.8,26.88842,75.800689,26.90842,75.820689,01-03-2022,08:25,08:35,Fog,Low ,motorcycle ,Urban ,100,Snacks,10.0,3.1395541084679253,8,Morning,False
jutm631463976,39,4.3,12.323978,76.627961,12.383978,76.687961,11-03-2022,18:30,18:45,Sandstorms,Medium ,scooter ,Metropolitian ,155,Shoes,15.0,9.41866232540503,18,Evening,False
theu018798971,35,4.3,23.359033,85.325347,23.389033,85.355347,15-03-2022,19:15,19:25,Stormy,Jam ,motorcycle ,Semi-Urban ,230,Toys,10.0,4.7093311627025845,19,Evening,True
tbfj111204055,36,5.0,12.972161,77.596014,13.022161,77.646014,13-03-2022,23:55,00:00,Cloudy,Low ,scooter ,Metropolitian ,95,Cosmetics,5.0,7.848885271170511,23,Night,False
uguh919873739,27,5.0,17.411028,78.329645,17.471028,78.389645,21-03-2022,19:15,19:30,Sunny,Jam ,scooter ,Metropolitian ,95,Clothing,15.0,9.41866232540489,19,Evening,False
zeso156672673,23,4.7,0.0,0.0,0.08,0.08,14-02-2022,18:20,18:35,Cloudy,Medium ,scooter ,Metropolitian ,140,Electronics,15.0,12.558216433873085,18,Evening,False
kqty733282183,31,4.8,19.876428,75.364792,19.916428,75.404792,15-02-2022,12:15,12:30,Fog,High ,motorcycle ,Metropolitian ,190,Jewelry,15.0,6.279108216936966,12,Afternoon,True
ocnv765255653,24,4.7,0.0,0.0,0.06,0.06,21-03-2022,20:30,20:45,Windy,Jam ,motorcycle ,Urban ,90,Home,15.0,9.418662325404814,20,Evening,False
jazp344496927,22,4.9,21.15276,72.778059,21.21276,72.838059,15-03-2022,23:15,23:25,Cloudy,Low ,motorcycle ,Metropolitian ,75,Snacks,10.0,9.41866232540489,23,Night,False
jghx947691443,21,4.9,13.029198,77.570997,13.069198,77.610997,19-03-2022,16:00,16:15,Windy,Medium ,motorcycle ,Urban ,65,Shoes,15.0,6.27910821693599,16,Afternoon,False
exuk620425298,26,4.9,0.0,0.0,0.03,0.03,11-02-2022,18:45,19:00,Sunny,Medium ,motorcycle ,Urban ,55,Cosmetics,15.0,4.709331162702407,18,Evening,False
agfa904495429,32,4.7,17.428294,78.404423,17.478294,78.454423,19-03-2022,19:15,19:20,Stormy,Jam ,van,Urban ,135,Toys,5.0,7.848885271171627,19,Evening,False
dzlq830319347,32,4.7,11.003681,76.975525,11.023681,76.995525,28-03-2022,09:40,09:45,Sunny,Low ,motorcycle ,Metropolitian ,120,Home,5.0,3.1395541084679253,9,Morning,False
drpa686493872,23,4.6,22.725835,75.887648,22.775835,75.937648,21-03-2022,22:45,23:00,Fog,Low ,motorcycle ,Metropolitian ,95,Outdoors,15.0,7.848885271170511,22,Night,False
cbpf736712066,29,4.8,12.934179,77.615797,13.014179,77.695797,31-03-2022,18:40,18:55,Sandstorms,Medium ,motorcycle ,Urban ,130,Jewelry,15.0,12.558216433872957,18,Evening,False
uemv567883257,24,4.2,22.514585,88.39331,22.584585,88.46331,12-02-2022,18:55,19:00,Cloudy,Medium ,scooter ,Metropolitian ,195,Home,5.0,10.988439379639551,18,Evening,True
lzxr446417420,39,4.8,11.024839,77.007003,11.114839,77.097003,20-03-2022,17:50,17:55,Windy,Medium ,scooter ,Metropolitian ,150,Snacks,5.0,14.127993488107478,17,Evening,False
kkwm408643147,36,4.9,25.45235,81.841889,25.46235,81.851889,15-02-2022,09:40,09:50,Fog,Low ,motorcycle ,Urban ,75,Apparel,10.0,1.5697770542346596,9,Morning,False
sieo166630412,38,4.3,22.732225,75.874765,22.792225,75.934765,07-03-2022,19:00,19:05,Sandstorms,Medium ,motorcycle ,Urban ,180,Clothing,5.0,9.41866232540489,19,Evening,True
wosv860025907,20,4.7,23.369746,85.33982,23.409746,85.37982,01-04-2022,14:25,14:35,Sunny,High ,motorcycle ,Metropolitian ,65,Cosmetics,10.0,6.2791082169358505,14,Afternoon,False
yhgj028015496,29,4.7,17.428294,78.404423,17.478294,78.454423,07-03-2022,21:15,21:25,Sandstorms,Jam ,motorcycle ,Urban ,65,Skincare,10.0,7.848885271171627,21,Night,False
qsvr512827251,34,4.9,22.307898,73.167788,22.317898,73.177788,30-03-2022,08:20,08:25,Sunny,Low ,motorcycle ,Metropolitian ,105,Pet Supplies,5.0,1.569777054234381,8,Morning,False
uztq204348534,36,4.3,21.170798,72.790489,21.220798,72.840489,09-03-2022,19:40,19:45,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Electronics,5.0,7.848885271171348,19,Evening,False
bdsk102329422,30,4.7,26.956431,75.776649,27.046431,75.866649,02-03-2022,17:55,18:10,Sunny,Medium ,motorcycle ,Metropolitian ,34,Grocery,15.0,14.127993488106362,17,Evening,False
mymj327519790,20,4.5,21.170096,72.789122,21.260096,72.879122,20-03-2022,18:25,18:40,Sandstorms,Medium ,motorcycle ,Urban ,80,Jewelry,15.0,14.127993488106362,18,Evening,False
ctal531292161,23,4.6,21.186438,72.794115,21.266438,72.874115,02-03-2022,22:30,22:40,Cloudy,Low ,scooter ,Urban ,100,Snacks,10.0,12.558216433873095,22,Night,False
onth034559913,28,4.6,22.744648,75.894377,22.874648,76.024377,27-03-2022,19:50,19:55,Sandstorms,Jam ,motorcycle ,Metropolitian ,100,Books,5.0,20.407101705043324,19,Evening,False
gcyq701643659,33,4.7,26.913483,75.803139,26.943483,75.833139,05-04-2022,19:50,19:55,Windy,Jam ,scooter ,Metropolitian ,165,Snacks,5.0,4.7093311627025845,19,Evening,True
iall075636635,32,4.7,25.457687,81.835585,25.567687,81.945585,14-02-2022,17:40,17:55,Stormy,Medium ,motorcycle ,Metropolitian ,155,Pet Supplies,15.0,17.2675475965754,17,Evening,False
pnih941358123,30,4.4,11.000762,76.981876,11.110762,77.091876,02-04-2022,22:30,22:40,Fog,Low ,motorcycle ,Metropolitian ,195,Apparel,10.0,17.2675475965754,22,Night,True
zbwy858307599,31,4.9,22.310329,73.169083,22.370329,73.229083,03-03-2022,21:25,21:35,Windy,Jam ,motorcycle ,Urban ,155,Clothing,10.0,9.418662325405169,21,Night,False
vcdt165986740,22,4.8,11.022298,76.998349,11.152298,77.128349,31-03-2022,17:40,17:45,Fog,Medium ,motorcycle ,Urban ,150,Cosmetics,5.0,20.407101705043466,17,Evening,False
eydi774832979,29,4.9,21.157729,72.768726,21.247729,72.858726,25-03-2022,17:20,17:25,Sandstorms,Medium ,scooter ,Metropolitian ,105,Home,5.0,14.127993488107478,17,Evening,False
hxlu601068608,36,4.0,21.149834,72.778666,21.219834,72.848666,16-03-2022,19:50,20:05,Windy,Jam ,motorcycle ,Metropolitian ,215,Books,15.0,10.988439379638436,19,Evening,True
kycu582332122,29,4.9,17.430448,78.418213,17.490448,78.478213,19-03-2022,20:25,20:40,Cloudy,Jam ,scooter ,Metropolitian ,24,Grocery,15.0,9.418662325405169,20,Evening,False
mvos025512986,36,4.4,19.091458,72.827808,19.171458,72.907808,18-03-2022,23:10,23:20,Cloudy,Low ,van,Metropolitian ,195,Skincare,10.0,12.558216433873095,23,Night,True
rdbb170154052,34,4.2,11.010375,76.95295,11.050375,76.99295,07-03-2022,15:15,15:25,Stormy,Medium ,van,Metropolitian ,160,Snacks,10.0,6.27910821693599,15,Afternoon,False
gghy404984234,24,4.9,17.45971,78.368855,17.53971,78.448855,14-03-2022,18:10,18:15,Windy,Medium ,motorcycle ,Metropolitian ,28,Grocery,5.0,12.558216433872817,18,Evening,False
kxew723813918,30,4.8,21.149669,72.772629,21.179669,72.802629,09-03-2022,18:25,18:40,Sunny,Medium ,motorcycle ,Urban ,95,Snacks,15.0,4.7093311627025845,18,Evening,False
dwei364960569,20,4.7,25.457116,81.859682,25.507116,81.909682,13-02-2022,23:15,23:25,Stormy,Low ,scooter ,Metropolitian ,90,Pet Supplies,10.0,7.848885271170511,23,Night,False
laeq713085974,35,4.3,18.994049,72.825203,19.024049,72.855203,28-03-2022,21:15,21:20,Fog,Jam ,motorcycle ,Metropolitian ,170,Skincare,5.0,4.7093311627025845,21,Night,True
ddpu976700157,28,4.7,22.751857,75.866699,22.771857,75.886699,01-04-2022,09:15,09:25,Fog,Low ,scooter ,Metropolitian ,60,Kitchen,10.0,3.1395541084679253,9,Morning,False
srjq676150512,21,4.8,22.753659,75.903365,22.813659,75.963365,26-03-2022,17:40,17:55,Fog,Medium ,motorcycle ,Metropolitian ,105,Kitchen,15.0,9.418662325405169,17,Evening,False
anor917488789,27,4.0,12.323994,76.626167,12.383994,76.686167,28-03-2022,22:45,23:00,Sandstorms,Low ,motorcycle ,Urban ,105,Books,15.0,9.41866232540489,22,Night,False
qlwb034002524,38,4.6,11.024839,77.007003,11.084839,77.067003,13-03-2022,22:55,23:00,Cloudy,Low ,scooter ,Metropolitian ,80,Books,5.0,9.41866232540503,22,Night,False
cldl219142663,38,4.7,0.0,0.0,0.04,0.04,19-03-2022,15:25,15:35,Cloudy,Medium ,scooter ,Urban ,75,Pet Supplies,10.0,6.279108216936542,15,Afternoon,False
gzll762252084,35,4.6,18.536562,73.896485,18.546562,73.906485,01-03-2022,11:45,12:00,Cloudy,High ,motorcycle ,Metropolitian ,145,Skincare,15.0,1.5697770542346596,11,Morning,False
vmyi904311086,37,4.3,21.170096,72.789122,21.210096,72.829122,13-03-2022,12:45,13:00,Fog,High ,scooter ,Metropolitian ,180,Electronics,15.0,6.2791082169358505,12,Afternoon,True
iblf970448734,28,4.7,27.160934,78.044095,27.190934,78.074095,17-02-2022,22:45,22:55,Windy,Low ,motorcycle ,Urban ,19,Grocery,10.0,4.709331162702306,22,Night,False
opun980122511,38,4.4,11.02091,76.940432,11.13091,77.050432,10-03-2022,19:40,19:50,Fog,Jam ,motorcycle ,Urban ,175,Electronics,10.0,17.2675475965754,19,Evening,True
svct260971098,31,4.7,12.326356,76.619103,12.406356,76.699103,25-03-2022,20:15,20:20,Cloudy,Jam ,motorcycle ,Metropolitian ,210,Toys,5.0,12.558216433872957,20,Evening,True
lnte353244658,32,4.5,21.175104,72.804342,21.235104,72.864342,24-03-2022,19:15,19:20,Sunny,Jam ,van,Metropolitian ,90,Skincare,5.0,9.418662325403774,19,Evening,False
yaue108947085,25,4.6,22.753839,75.897429,22.863838,76.007429,06-04-2022,22:15,22:30,Sunny,Low ,scooter ,Other,27,Grocery,15.0,17.267469107901274,22,Night,False
firn775268572,29,4.7,12.970324,77.645748,13.000324,77.675748,24-03-2022,20:50,21:00,Sandstorms,Jam ,scooter ,Urban ,50,Cosmetics,10.0,4.7093311627025845,20,Evening,False
kupu492759656,38,4.3,13.026286,80.275235,13.096286,80.345235,10-03-2022,22:20,22:35,Fog,Low ,motorcycle ,Metropolitian ,200,Clothing,15.0,10.988439379639411,22,Night,True
qlsv359326350,26,4.5,12.979166,77.640709,13.039166,77.700709,07-03-2022,19:30,19:40,Fog,Jam ,motorcycle ,Metropolitian ,120,Kitchen,10.0,9.41866232540503,19,Evening,False
alus351604002,23,4.8,18.994049,72.825203,19.044049,72.875203,15-03-2022,22:40,22:45,Cloudy,Low ,motorcycle ,Metropolitian ,90,Toys,5.0,7.848885271170511,22,Night,False
frot437781937,36,4.7,11.022477,76.995667,11.112477,77.085667,27-03-2022,17:40,17:55,Sunny,Medium ,van,Metropolitian ,110,Snacks,15.0,14.127993488107478,17,Evening,False
gtxl095515396,20,4.9,30.335259,78.053162,30.445259,78.163162,18-02-2022,17:30,17:40,Stormy,Medium ,scooter ,Metropolitian ,130,Outdoors,10.0,17.2675475965754,17,Evening,False
alqb926190130,35,4.9,21.186438,72.794115,21.266438,72.874115,23-03-2022,22:20,22:25,Sandstorms,Low ,motorcycle ,Metropolitian ,100,Skincare,5.0,12.558216433873095,22,Night,False
rfyl922123379,30,4.0,11.026117,76.944652,11.086117,77.004652,11-03-2022,23:25,23:40,Stormy,Low ,motorcycle ,Metropolitian ,120,Sports,15.0,9.418662325403915,23,Night,False
tfqx918312868,36,4.6,19.876106,75.340775,20.006106,75.470775,12-02-2022,18:20,18:30,Fog,Medium ,scooter ,Metropolitian ,210,Snacks,10.0,20.407101705044443,18,Evening,True
pyul099208904,33,4.2,21.149834,72.778666,21.169834,72.798666,01-04-2022,08:40,08:50,Windy,Low ,motorcycle ,Metropolitian ,115,Sports,10.0,3.139554108468204,8,Morning,False
xvge910836941,29,4.5,-15.5696,73.742294,15.6596,73.832294,16-02-2022,20:00,20:10,Stormy,Jam ,scooter ,Metropolitian ,75,Skincare,10.0,3466.455595151543,20,Evening,False
npgg194752452,38,4.8,18.55144,73.804855,18.57144,73.824855,01-04-2022,12:00,12:05,Fog,High ,scooter ,Metropolitian ,140,Apparel,5.0,3.1395541084679253,12,Afternoon,False
msym702782436,29,4.8,23.374878,85.335739,23.484878,85.445739,18-03-2022,17:50,17:55,Sunny,Medium ,scooter ,Metropolitian ,60,Home,5.0,17.2675475965754,17,Evening,False
wwrc788599962,27,4.6,26.47775,80.351569,26.58775,80.461569,16-02-2022,22:45,22:55,Windy,Low ,motorcycle ,Urban ,95,Pet Supplies,10.0,17.2675475965754,22,Night,False
mnmk603650407,21,4.8,26.766536,75.837333,26.796536,75.867333,03-03-2022,18:10,18:25,Sandstorms,Medium ,motorcycle ,Metropolitian ,21,Grocery,15.0,4.7093311627025845,18,Evening,False
svnw284677775,37,4.2,30.335259,78.053162,30.395259,78.113162,11-02-2022,17:40,17:55,Sandstorms,Medium ,scooter ,Metropolitian ,155,Electronics,15.0,9.41866232540489,17,Evening,False
pzvb653960910,33,4.8,26.911927,75.797282,26.991927,75.877282,06-04-2022,18:30,18:35,Windy,Medium ,scooter ,Urban ,115,Shoes,5.0,12.558216433873095,18,Evening,False
zzwk206354276,37,4.2,18.546258,73.904337,18.656258,74.014337,08-03-2022,20:55,21:00,Windy,Jam ,scooter ,Metropolitian ,205,Books,5.0,17.2675475965754,20,Evening,True
ycao794860982,24,4.8,18.536718,73.830327,18.586718,73.880327,28-03-2022,17:40,17:55,Stormy,Medium ,motorcycle ,Metropolitian ,23,Grocery,15.0,7.848885271170511,17,Evening,False
ubwz210956981,38,4.7,26.846156,75.8023,26.976156,75.9323,10-03-2022,22:15,22:30,Windy,Low ,motorcycle ,Metropolitian ,130,Cosmetics,15.0,20.407101705043324,22,Night,False
sqgx417616458,23,4.5,17.451976,78.385883,17.511976,78.445883,30-03-2022,20:00,20:10,Fog,Jam ,motorcycle ,Metropolitian ,135,Clothing,10.0,9.418662325404053,20,Evening,False
phju533469105,28,4.8,23.351489,85.324253,23.411489,85.384253,17-03-2022,17:55,18:10,Fog,Medium ,motorcycle ,Metropolitian ,26,Grocery,15.0,9.41866232540489,17,Evening,False
pcna775570840,33,4.7,17.451976,78.385883,17.471976,78.405883,11-03-2022,10:35,10:45,Windy,Low ,scooter ,Metropolitian ,23,Grocery,10.0,3.139554108468204,10,Morning,False
dqtc450243651,34,4.8,23.374878,85.335739,23.384878,85.345739,24-03-2022,08:45,08:55,Fog,Low ,motorcycle ,Metropolitian ,90,Jewelry,10.0,1.5697770542335443,8,Morning,False
aumx909520799,28,4.2,22.533662,88.366217,22.643662,88.476217,14-02-2022,19:25,19:30,Cloudy,Jam ,motorcycle ,Metropolitian ,155,Outdoors,5.0,17.2675475965754,19,Evening,False
dyea729626342,39,5.0,30.328174,78.049117,30.378174,78.099117,15-02-2022,22:35,22:50,Stormy,Low ,motorcycle ,Metropolitian ,110,Skincare,15.0,7.848885271171627,22,Night,False
fpey736677354,36,4.7,19.003517,72.82765,19.033517,72.85765,03-03-2022,23:00,23:15,Sunny,Low ,motorcycle ,Metropolitian ,125,Shoes,15.0,4.7093311627025845,23,Night,False
bzlh759776481,34,4.9,18.593481,73.785901,18.633481,73.825901,26-03-2022,16:35,16:45,Stormy,Medium ,motorcycle ,Urban ,130,Books,10.0,6.279108216936966,16,Afternoon,False
lset448895958,20,4.6,21.157735,72.768778,21.187735,72.798778,03-03-2022,19:35,19:45,Windy,Jam ,scooter ,Urban ,115,Jewelry,10.0,4.7093311627025845,19,Evening,False
uusc666596957,23,4.0,23.369746,85.33982,23.389746,85.35982,05-04-2022,10:35,10:45,Windy,Low ,motorcycle ,Metropolitian ,85,Books,10.0,3.1395541084679253,10,Morning,False
zkdf262791140,22,4.7,0.0,0.0,0.07,0.07,18-03-2022,23:10,23:25,Windy,Low ,motorcycle ,Urban ,70,Books,15.0,10.98843937963895,23,Night,False
zzss873661088,29,5.0,19.876106,75.340775,19.956106,75.420775,12-02-2022,21:50,21:55,Sunny,Jam ,motorcycle ,Metropolitian ,120,Electronics,5.0,12.558216433873932,21,Night,False
tsjg199552201,27,4.8,12.949934,77.699386,13.029934,77.779386,20-03-2022,19:45,20:00,Sandstorms,Jam ,motorcycle ,Metropolitian ,125,Outdoors,15.0,12.558216433872957,19,Evening,False
vocz622193957,28,4.5,18.53408,73.89852,18.61408,73.97852,29-03-2022,20:10,20:15,Windy,Jam ,scooter ,Metropolitian ,110,Clothing,5.0,12.558216433873095,20,Evening,False
mlly020096578,30,4.6,13.081878,80.248519,13.151878,80.318519,04-04-2022,20:15,20:30,Cloudy,Jam ,motorcycle ,Metropolitian ,220,Snacks,15.0,10.988439379638436,20,Evening,True
vyem502861911,29,4.8,12.972532,77.608179,13.012532,77.648179,26-03-2022,16:15,16:25,Stormy,Medium ,motorcycle ,Urban ,18,Grocery,10.0,6.27910821693599,16,Afternoon,False
kyqs785360825,27,5.0,11.022477,76.995667,11.052477,77.025667,13-03-2022,18:20,18:30,Fog,Medium ,scooter ,Metropolitian ,50,Kitchen,10.0,4.709331162702445,18,Evening,False
rwjt473161106,28,4.5,22.308096,73.167753,22.378096,73.237753,06-03-2022,22:35,22:50,Fog,Low ,motorcycle ,Metropolitian ,21,Grocery,15.0,10.988439379638436,22,Night,False
evgj038305492,28,4.2,22.732225,75.874765,22.742225,75.884765,11-03-2022,08:15,08:25,Sandstorms,Low ,motorcycle ,Metropolitian ,85,Kitchen,10.0,1.5697770542346596,8,Morning,False
xtoz009286946,35,4.9,15.496162,73.825364,15.556162,73.885364,15-02-2022,19:35,19:45,Cloudy,Jam ,scooter ,Metropolitian ,130,Apparel,10.0,9.41866232540503,19,Evening,False
nbhj388901413,26,4.6,12.986047,80.218114,13.096047,80.328114,25-03-2022,17:55,18:05,Sandstorms,Medium ,scooter ,Urban ,105,Clothing,10.0,17.26754759657554,17,Evening,False
xtdm027149313,29,4.8,0.0,0.0,0.03,0.03,13-03-2022,22:55,23:10,Sunny,Low ,scooter ,Urban ,115,Clothing,15.0,4.709331162702407,22,Night,False
cags146398544,26,4.4,17.41233,78.449654,17.42233,78.459654,19-03-2022,09:30,09:35,Stormy,Low ,motorcycle ,Metropolitian ,125,Skincare,5.0,1.569777054234381,9,Morning,False
cuuj851464765,38,4.7,13.045479,80.23311,13.175479,80.36311,14-03-2022,19:35,19:50,Cloudy,Jam ,scooter ,Metropolitian ,220,Clothing,15.0,20.407101705044443,19,Evening,True
sdbj781563265,21,4.6,12.334022,76.618203,12.394022,76.678203,03-04-2022,18:35,18:45,Sandstorms,Medium ,scooter ,Metropolitian ,140,Skincare,10.0,9.41866232540503,18,Evening,False
cpmi432982353,28,4.9,26.90519,75.810753,26.91519,75.820753,30-03-2022,10:00,10:05,Windy,Low ,scooter ,Metropolitian ,85,Pet Supplies,5.0,1.5697770542332656,10,Morning,False
faxb344799626,24,4.7,22.751234,75.88949,22.761234,75.89949,19-03-2022,08:50,08:55,Sandstorms,Low ,scooter ,Urban ,90,Pet Supplies,5.0,1.5697770542346596,8,Morning,False
iqjo681902025,35,4.8,23.355164,85.324097,23.375164,85.344097,24-03-2022,08:45,08:50,Cloudy,Low ,motorcycle ,Metropolitian ,135,Outdoors,5.0,3.1395541084693193,8,Morning,False
xcxr279280567,33,4.6,12.299524,76.64262,12.329524,76.67262,17-03-2022,22:25,22:40,Sandstorms,Low ,motorcycle ,Metropolitian ,130,Toys,15.0,4.709331162702445,22,Night,False
jgvu032978312,31,4.7,12.934179,77.615797,13.014179,77.695797,18-03-2022,19:40,19:55,Sandstorms,Jam ,motorcycle ,Urban ,125,Jewelry,15.0,12.558216433872957,19,Evening,False
srsm799358656,39,4.7,21.173493,72.801953,21.283493,72.911953,27-03-2022,21:20,21:30,Cloudy,Jam ,motorcycle ,Urban ,230,Pet Supplies,10.0,17.2675475965754,21,Night,True
nfsa516841034,21,4.3,19.207222,72.972281,19.257222,73.022281,01-03-2022,22:55,23:10,Sandstorms,Low ,motorcycle ,Urban ,90,Snacks,15.0,7.848885271171348,22,Night,False
cdne177121922,35,4.5,18.543626,73.905101,18.603626,73.965101,01-03-2022,19:20,19:35,Stormy,Jam ,motorcycle ,Metropolitian ,125,Clothing,15.0,9.41866232540489,19,Evening,False
oyuq194618749,24,4.5,18.546258,73.904337,18.576258,73.934337,05-03-2022,20:55,21:05,Windy,Jam ,scooter ,Metropolitian ,135,Cosmetics,10.0,4.709331162702306,20,Evening,False
ouah017043712,38,5.0,0.0,0.0,0.08,0.08,20-03-2022,20:10,20:25,Fog,Jam ,scooter ,Metropolitian ,215,Clothing,15.0,12.558216433873085,20,Evening,True
hshc385715159,29,4.6,18.536562,73.896485,18.646562,74.006485,02-04-2022,22:25,22:35,Fog,Low ,motorcycle ,Metropolitian ,140,Home,10.0,17.2675475965754,22,Night,False
